service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"T2#17","0","0","0","0","0","1","0","20191215","20200613"
"T2#18","0","0","0","0","0","1","0","20200309","20200320"
"T2#19","0","0","0","0","0","1","0","20191215","20200613"
"T2#2","0","0","0","0","0","1","0","20191215","20200613"
"T2#20","0","0","0","0","0","1","0","20200401","20200613"
"T2#21","0","0","0","0","0","1","0","20191215","20200613"
"T2#22","0","0","0","0","0","1","0","20191215","20200613"
"T2#23","0","0","0","0","0","1","0","20191215","20200613"
"T2#24","0","0","0","0","0","1","0","20200203","20200613"
"T2#25","0","0","0","0","0","1","0","20200601","20200613"
"T2#26","0","0","0","0","0","1","0","20191215","20200613"
"T2#27","0","0","0","0","0","1","0","20200203","20200613"
"T2#28","0","0","0","0","0","1","0","20200401","20200613"
"T2#29","0","0","0","0","0","1","0","20191215","20200613"
"T2#3","0","0","0","0","0","1","0","20191215","20200613"
"T2#30","0","0","0","0","0","1","0","20200404","20200419"
"T2#31","0","0","0","0","0","1","0","20200420","20200613"
"T2#32","0","0","0","0","0","1","0","20191215","20200613"
"T2#33","0","0","0","0","0","1","0","20191215","20200613"
"T2#34","0","0","0","0","0","1","0","20191215","20200613"
"T2#35","0","0","0","0","0","1","0","20191215","20200613"
"T2#36","0","0","0","0","0","1","0","20200316","20200403"
"T2#37","0","0","0","0","0","1","0","20191215","20200613"
"T2#38","0","0","0","0","0","1","0","20191215","20200613"
"T2#39","0","0","0","0","0","1","0","20191221","20191221"
"T2#4","0","0","0","0","0","1","0","20200127","20200613"
"T2#40","0","0","0","0","0","1","0","20200320","20200321"
"T2#41","0","0","0","0","0","1","0","20191215","20200613"
"T2#42","0","0","0","0","0","1","0","20200404","20200404"
"T2#43","0","0","0","0","0","1","0","20200405","20200419"
"T2#44","0","0","0","0","0","1","0","20191215","20200613"
"T2#45","0","0","0","0","0","1","0","20200405","20200419"
"T2#46","0","0","0","0","0","1","0","20200411","20200613"
"T2#47","0","0","0","0","0","1","0","20191215","20200613"
"T2#48","0","0","0","0","0","1","0","20191215","20200613"
"T2#49","0","0","0","0","0","1","0","20200110","20200111"
"T2#5","0","0","0","0","0","1","0","20191215","20200613"
"T2#50","0","0","0","0","0","1","0","20191215","20200613"
"T2#51","0","0","0","0","0","1","0","20200404","20200412"
"T2#52","0","0","0","0","0","1","0","20191219","20200613"
"T2#53","0","0","0","0","0","1","0","20200307","20200307"
"T2#54","0","0","0","0","0","1","0","20200327","20200328"
"T2#55","0","0","0","0","0","1","0","20191215","20200613"
"T2#56","0","0","0","0","0","1","0","20200325","20200328"
"T2#57","0","0","0","0","0","1","0","20191215","20200613"
"T2#58","0","0","0","0","0","1","0","20191215","20200613"
"T2#59","0","0","0","0","0","1","0","20200321","20200322"
"T2#6","0","0","0","0","0","1","0","20200302","20200613"
"T2#60","0","0","0","0","0","1","0","20200328","20200329"
"T2#61","0","0","0","0","0","1","0","20191215","20200613"
"T2#62","0","0","0","0","0","1","0","20200111","20200112"
"T2#63","0","0","0","0","0","1","0","20200118","20200119"
"T2#64","0","0","0","0","0","1","0","20200125","20200126"
"T2#65","0","0","0","0","0","1","0","20200201","20200202"
"T2#66","0","0","0","0","0","1","0","20200215","20200216"
"T2#67","0","0","0","0","0","1","0","20200222","20200222"
"T2#68","0","0","0","0","0","1","0","20200228","20200301"
"T2#69","0","0","0","0","0","1","0","20200320","20200322"
"T2#7","0","0","0","0","0","1","0","20191215","20200613"
"T2#70","0","0","0","0","0","1","0","20200327","20200329"
"T2#71","0","0","0","0","0","1","0","20191215","20200613"
"T2#72","0","0","0","0","0","1","0","20200221","20200224"
"T2#73","0","0","0","0","0","1","0","20200411","20200419"
"T2#74","0","0","0","0","0","1","0","20200420","20200613"
"T2#75","0","0","0","0","0","1","0","20191215","20200613"
"T2#76","0","0","0","0","0","1","0","20200201","20200201"
"T2#77","0","0","0","0","0","1","0","20200404","20200410"
"T2#78","0","1","0","0","0","1","0","20191215","20200322"
"T2#79","0","0","0","0","0","1","0","20200323","20200613"
"T2#8","0","0","0","0","0","1","0","20200402","20200613"
"T2#80","0","0","0","0","0","1","0","20191215","20200613"
"T2#81","0","0","0","0","0","1","0","20200222","20200224"
"T2#82","0","0","0","0","0","1","0","20191215","20200613"
"T2#83","0","0","0","0","0","1","0","20200314","20200314"
"T2#84","0","0","0","0","0","1","0","20191215","20200613"
"T2#85","0","0","0","0","0","1","0","20200302","20200403"
"T2#86","0","0","0","0","0","1","0","20191215","20200613"
"T2#87","0","0","0","0","0","1","0","20200108","20200613"
"T2#88","0","0","0","0","0","1","0","20191215","20200613"
"T2#89","0","0","0","0","0","1","0","20191215","20200613"
"T2#9","0","1","0","0","0","1","0","20191215","20200308"
"T2#90","0","0","0","0","0","1","0","20200204","20200327"
"T2#91","0","0","0","0","0","1","0","20200328","20200613"
"T2#92","0","0","0","0","0","1","0","20200212","20200216"
"T2#93","0","0","0","0","0","1","0","20200118","20200118"
"T2#94","0","0","0","0","0","1","0","20191215","20200613"
"T2#95","0","0","0","0","0","1","0","20200122","20200613"
"T2#96","0","0","0","0","0","1","0","20191215","20200613"
"T2#97","0","0","0","0","0","1","0","20200301","20200613"
"T2#98","0","0","0","0","0","1","0","20191215","20200613"
"T2#99","0","0","0","0","0","1","0","20200113","20200613"
"T2+04","0","0","0","0","0","1","0","20191215","20200613"
"T2+15309","0","0","0","0","0","1","0","20191215","20200613"
"T2+297A","0","0","0","0","0","1","0","20191215","20200613"
"T2+297A#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+30410,wz","0","0","0","0","0","1","0","20191215","20200613"
"T2+52200","0","0","0","0","0","1","0","20191215","20200403"
"T2+7d100","0","0","0","0","0","1","0","20200215","20200229"
"T2+aa","0","0","0","0","0","1","0","20191215","20200613"
"T2+aa1","0","0","0","0","0","1","0","20191215","20200613"
"T2+aa1#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+aa1#2","0","0","0","0","0","1","0","20200404","20200419"
"T2+aa1#3","0","0","0","0","0","1","0","20191215","20200613"
"T2+aa1#4","0","0","0","0","0","1","0","20191215","20200613"
"T2+aa1#5","0","0","0","0","0","1","0","20200411","20200419"
"T2+aa1#6","0","0","0","0","0","1","0","20200420","20200613"
"T2+aa1#7","0","0","0","0","0","1","0","20191215","20200613"
"T2+aa2","0","1","0","0","0","1","0","20191215","20200613"
"T2+aa2#1","0","0","0","0","0","1","0","20200325","20200328"
"T2+aa2#10","0","0","0","0","0","1","0","20200215","20200216"
"T2+aa2#11","0","0","0","0","0","1","0","20200222","20200222"
"T2+aa2#12","0","0","0","0","0","1","0","20200228","20200301"
"T2+aa2#13","0","0","0","0","0","1","0","20200320","20200322"
"T2+aa2#14","0","0","0","0","0","1","0","20200327","20200329"
"T2+aa2#15","0","1","0","0","0","1","0","20191215","20200613"
"T2+aa2#16","0","0","0","0","0","1","0","20200221","20200224"
"T2+aa2#17","0","0","0","0","0","1","0","20200404","20200404"
"T2+aa2#18","0","1","0","0","0","1","0","20191215","20200613"
"T2+aa2#19","0","0","0","0","0","1","0","20200201","20200201"
"T2+aa2#2","0","1","0","0","0","1","0","20191215","20200613"
"T2+aa2#20","0","0","0","0","0","1","0","20200404","20200410"
"T2+aa2#3","0","0","0","0","0","1","0","20200320","20200321"
"T2+aa2#4","0","0","0","0","0","1","0","20200404","20200419"
"T2+aa2#5","0","1","0","0","0","1","0","20191215","20200613"
"T2+aa2#6","0","0","0","0","0","1","0","20200111","20200112"
"T2+aa2#7","0","0","0","0","0","1","0","20200118","20200119"
"T2+aa2#8","0","0","0","0","0","1","0","20200125","20200126"
"T2+aa2#9","0","0","0","0","0","1","0","20200201","20200202"
"T2+b3200","0","0","0","0","0","1","0","20200404","20200419"
"T2+bp","0","1","0","0","0","1","0","20191215","20200613"
"T2+bq","0","0","0","0","0","1","0","20191215","20200613"
"T2+bq#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+bs","0","1","0","0","0","1","0","20191215","20200613"
"T2+by","0","0","0","0","0","1","0","20191215","20200613"
"T2+ca","0","0","0","0","0","1","0","20191215","20200613"
"T2+dw","0","0","0","0","0","1","0","20191215","20200613"
"T2+dy","0","1","0","0","0","1","0","20191215","20200613"
"T2+ea","0","1","0","0","0","1","0","20191215","20200613"
"T2+ec","0","1","0","0","0","0","0","20191215","20200613"
"T2+el","0","1","0","0","0","1","0","20191215","20200613"
"T2+f2200","0","0","0","0","0","1","0","20191215","20200403"
"T2+h2200","0","1","0","0","0","1","0","20191215","20200403"
"T2+i2200","0","0","0","0","0","1","0","20191215","20200403"
"T2+i5200","0","0","0","0","0","1","0","20191215","20200403"
"T2+m2200","0","0","0","0","0","1","0","20200404","20200419"
"T2+r2","0","0","0","0","0","1","0","20191215","20200613"
"T2+r2#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+r3","0","0","0","0","0","1","0","20191215","20200613"
"T2+r3#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+r3#2","0","0","0","0","0","1","0","20191215","20200613"
"T2+r5200","0","0","0","0","0","1","0","20191215","20200403"
"T2+w4","0","0","0","0","0","1","0","20191215","20200613"
"T2+w4#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+w4#2","0","0","0","0","0","1","0","20191215","20200613"
"T2+w6","0","0","0","0","0","1","0","20191215","20200613"
"T2+w6#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+w6#2","0","0","0","0","0","1","0","20191215","20200613"
"T2+wq","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#1","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#10","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#11","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#12","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#2","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#3","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#4","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#5","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#6","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#7","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#8","0","1","0","0","0","0","0","20191215","20200613"
"T2+wq#9","0","1","0","0","0","0","0","20191215","20200613"
"T2+wr","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#10","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#11","0","1","0","0","0","0","0","20191231","20191231"
"T2+wr#12","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#13","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#14","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#15","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#16","0","0","0","0","0","1","0","20200127","20200613"
"T2+wr#17","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#18","0","0","0","0","0","1","0","20200203","20200613"
"T2+wr#19","0","0","0","0","0","1","0","20200203","20200613"
"T2+wr#2","0","0","0","0","0","1","0","20200302","20200613"
"T2+wr#20","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#21","0","0","0","0","0","1","0","20200404","20200404"
"T2+wr#22","0","0","0","0","0","1","0","20200405","20200419"
"T2+wr#23","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#24","0","0","0","0","0","1","0","20200320","20200321"
"T2+wr#25","0","0","0","0","0","1","0","20200405","20200419"
"T2+wr#26","0","0","0","0","0","1","0","20200411","20200613"
"T2+wr#27","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#28","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#29","0","0","0","0","0","1","0","20200110","20200111"
"T2+wr#3","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#30","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#31","0","0","0","0","0","1","0","20200404","20200412"
"T2+wr#32","0","0","0","0","0","1","0","20191219","20200613"
"T2+wr#33","0","0","0","0","0","1","0","20200307","20200307"
"T2+wr#34","0","0","0","0","0","1","0","20200327","20200328"
"T2+wr#35","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#36","0","0","0","0","0","1","0","20200325","20200328"
"T2+wr#37","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#38","0","0","0","0","0","1","0","20200404","20200419"
"T2+wr#39","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#4","0","1","0","0","0","1","0","20191215","20200308"
"T2+wr#40","0","0","0","0","0","1","0","20200111","20200112"
"T2+wr#41","0","0","0","0","0","1","0","20200118","20200119"
"T2+wr#42","0","0","0","0","0","1","0","20200125","20200126"
"T2+wr#43","0","0","0","0","0","1","0","20200201","20200202"
"T2+wr#44","0","0","0","0","0","1","0","20200215","20200216"
"T2+wr#45","0","0","0","0","0","1","0","20200222","20200222"
"T2+wr#46","0","0","0","0","0","1","0","20200228","20200301"
"T2+wr#47","0","0","0","0","0","1","0","20200320","20200322"
"T2+wr#48","0","0","0","0","0","1","0","20200327","20200329"
"T2+wr#49","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#5","0","0","0","0","0","1","0","20200309","20200613"
"T2+wr#50","0","0","0","0","0","1","0","20200221","20200224"
"T2+wr#51","0","0","0","0","0","1","0","20200411","20200419"
"T2+wr#52","0","0","0","0","0","1","0","20200420","20200613"
"T2+wr#53","0","1","0","0","0","1","0","20191215","20200322"
"T2+wr#54","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#55","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#56","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#57","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#6","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#7","0","0","0","0","0","1","0","20200313","20200329"
"T2+wr#8","0","0","0","0","0","1","0","20191215","20200613"
"T2+wr#9","0","0","0","0","0","1","0","20200313","20200613"
"T2+wr,05","0","1","0","0","0","1","0","20191215","20200613"
"T2+wr,05#1","0","0","0","0","0","1","0","20200203","20200613"
"T2+ww","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#1","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#10","0","1","0","0","0","0","0","20191215","20200403"
"T2+ww#2","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#3","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#4","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#5","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#6","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#7","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#8","0","1","0","0","0","0","0","20191215","20200613"
"T2+ww#9","0","1","0","0","0","0","0","20191215","20200613"
"T2+wx","0","0","0","0","0","1","0","20191215","20200613"
"T2+wx#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+wx#2","0","0","0","0","0","1","0","20191215","20200613"
"T2+wx#3","0","0","0","0","0","1","0","20191215","20200613"
"T2+wx#4","0","0","0","0","0","1","0","20200320","20200321"
"T2+wy","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#1","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#10","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#11","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#12","0","1","0","0","0","0","0","20191215","20200403"
"T2+wy#2","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#3","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#4","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#5","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#6","0","1","0","0","0","0","0","20191215","20200322"
"T2+wy#7","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#8","0","1","0","0","0","0","0","20191215","20200613"
"T2+wy#9","0","1","0","0","0","0","0","20191215","20200613"
"T2+wz","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#1","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#10","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#11","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#12","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#13","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#14","0","0","0","0","0","1","0","20200113","20200613"
"T2+wz#2","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#3","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#4","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#5","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#6","0","0","0","0","0","1","0","20191215","20200613"
"T2+wz#7","0","0","0","0","0","1","0","20200320","20200321"
"T2+wz#8","0","0","0","0","0","1","0","20191215","20200322"
"T2+wz#9","0","0","0","0","0","1","0","20191215","20200613"
"T2+xg100","0","1","0","0","0","1","0","20191215","20200403"
"T2+zg100","0","0","0","0","0","1","0","20191215","20200403"
"T3","0","0","0","0","0","0","1","20191215","20200613"
"T3#1","0","0","0","0","0","0","1","20200107","20200405"
"T3#10","1","0","0","1","1","0","1","20200309","20200613"
"T3#11","0","0","0","0","0","0","1","20191215","20200613"
"T3#12","0","0","0","0","0","0","1","20200313","20200329"
"T3#13","0","0","0","0","0","0","1","20191215","20200613"
"T3#14","1","0","0","1","1","0","1","20200313","20200613"
"T3#15","0","0","0","0","0","0","1","20191215","20200613"
"T3#16","0","0","0","0","0","0","1","20191215","20200613"
"T3#17","1","0","0","1","1","0","1","20200401","20200613"
"T3#18","0","0","0","0","0","0","1","20191215","20200613"
"T3#19","0","0","0","0","0","0","1","20191215","20200613"
"T3#2","0","0","0","0","0","0","1","20191215","20200613"
"T3#20","0","0","0","0","0","0","1","20191215","20200613"
"T3#21","1","0","0","1","1","0","1","20200203","20200613"
"T3#22","1","0","0","1","0","0","1","20200601","20200613"
"T3#23","0","0","0","0","0","0","1","20191215","20200613"
"T3#24","1","0","0","1","1","0","1","20200203","20200613"
"T3#25","1","0","0","1","1","0","1","20200401","20200613"
"T3#26","0","0","0","0","0","0","1","20191215","20200613"
"T3#27","0","0","0","0","0","0","1","20200223","20200223"
"T3#28","1","0","0","0","1","0","1","20200404","20200419"
"T3#29","1","0","0","1","1","0","1","20200420","20200613"
"T3#3","0","0","0","0","0","0","1","20191215","20200613"
"T3#30","0","0","0","0","0","0","1","20191215","20200613"
"T3#31","0","0","0","0","0","0","1","20191215","20200613"
"T3#32","0","0","0","0","0","0","1","20191215","20200613"
"T3#33","0","0","0","0","0","0","1","20191215","20200613"
"T3#34","0","0","0","0","0","0","1","20200316","20200403"
"T3#35","0","0","0","0","0","0","1","20191215","20200613"
"T3#36","0","0","0","0","0","0","1","20191215","20200613"
"T3#37","0","0","0","0","0","0","1","20191215","20200613"
"T3#38","1","0","0","0","1","0","1","20200405","20200419"
"T3#39","0","0","0","0","0","0","1","20191215","20200613"
"T3#4","1","0","0","1","1","0","1","20200127","20200613"
"T3#40","1","0","0","0","1","0","1","20200405","20200419"
"T3#41","1","0","0","1","1","0","1","20200411","20200613"
"T3#42","0","0","0","0","0","0","1","20191215","20200613"
"T3#43","0","0","0","0","0","0","1","20191215","20200613"
"T3#44","0","0","0","0","0","0","1","20191215","20200613"
"T3#45","0","0","0","0","1","0","1","20200404","20200412"
"T3#46","0","0","0","0","0","0","1","20191215","20191218"
"T3#47","0","0","0","0","0","0","1","20191219","20200613"
"T3#48","0","0","0","0","0","0","1","20200119","20200120"
"T3#49","0","0","0","0","0","0","1","20191215","20200613"
"T3#5","0","0","0","0","0","0","1","20191215","20200613"
"T3#50","0","0","0","0","0","0","1","20191215","20200613"
"T3#51","0","0","0","0","0","0","1","20191215","20200613"
"T3#52","0","0","0","0","0","0","1","20200321","20200322"
"T3#53","0","0","0","0","0","0","1","20200328","20200329"
"T3#54","0","0","0","0","0","0","1","20191215","20200613"
"T3#55","0","0","0","0","0","0","1","20200111","20200112"
"T3#56","0","0","0","0","0","0","1","20200118","20200119"
"T3#57","0","0","0","0","0","0","1","20200125","20200126"
"T3#58","0","0","0","0","0","0","1","20200201","20200202"
"T3#59","0","0","0","0","0","0","1","20200215","20200216"
"T3#6","1","0","0","1","1","0","1","20200302","20200613"
"T3#60","0","0","0","0","0","0","1","20200228","20200301"
"T3#61","0","0","0","0","0","0","1","20200320","20200322"
"T3#62","0","0","0","0","0","0","1","20200327","20200329"
"T3#63","0","0","0","0","0","0","1","20191215","20200613"
"T3#64","0","0","0","0","0","0","1","20200221","20200224"
"T3#65","0","0","0","0","0","0","1","20200315","20200316"
"T3#66","1","0","0","0","0","0","1","20200411","20200419"
"T3#67","1","0","0","1","1","0","1","20200420","20200613"
"T3#68","0","0","0","0","0","0","1","20191215","20200613"
"T3#69","0","0","0","0","1","0","1","20200404","20200410"
"T3#7","0","0","0","0","0","0","1","20191215","20200613"
"T3#70","0","0","1","0","0","0","1","20191215","20200322"
"T3#71","1","0","0","1","1","0","1","20200323","20200613"
"T3#72","0","0","0","0","0","0","1","20191215","20200613"
"T3#73","0","0","0","0","0","0","1","20200209","20200209"
"T3#74","0","0","0","0","0","0","1","20200222","20200224"
"T3#75","0","0","0","0","0","0","1","20191215","20200613"
"T3#76","0","0","0","0","0","0","1","20200216","20200216"
"T3#77","0","0","0","0","0","0","1","20191215","20200613"
"T3#78","0","0","0","0","0","0","1","20200302","20200403"
"T3#79","0","0","0","0","0","0","1","20191215","20200613"
"T3#8","1","0","0","1","1","0","1","20200402","20200613"
"T3#80","0","0","0","0","0","0","1","20191215","20200613"
"T3#81","0","0","0","0","0","0","1","20200204","20200327"
"T3#82","1","0","0","1","1","0","1","20200328","20200613"
"T3#83","0","0","0","0","0","0","1","20191215","20200613"
"T3#84","0","0","0","0","0","0","1","20200113","20200613"
"T3#85","0","0","0","0","0","0","1","20200221","20200228"
"T3#86","0","0","0","0","0","0","1","20200315","20200318"
"T3#9","1","0","1","1","0","0","1","20191215","20200308"
"T3+02200","0","0","0","0","1","0","1","20200404","20200419"
"T3+04","1","0","0","1","1","0","1","20191215","20200613"
"T3+05","0","0","1","0","0","0","1","20191215","20200613"
"T3+05#1","0","0","0","0","0","0","1","20200203","20200613"
"T3+06200","0","0","0","0","0","0","1","20191215","20200403"
"T3+15","1","0","0","1","1","0","1","20200420","20200613"
"T3+15309","1","0","0","1","1","0","1","20191215","20200613"
"T3+30410","0","0","0","0","0","0","1","20191215","20200613"
"T3+30410#1","0","0","0","0","0","0","1","20200420","20200613"
"T3+86200","0","0","0","0","0","0","1","20191215","20200403"
"T3+92","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#1","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#10","1","0","0","1","0","0","1","20200411","20200613"
"T3+92#11","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#12","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#13","0","0","0","0","0","0","1","20200404","20200412"
"T3+92#14","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#15","0","0","0","0","0","0","1","20200111","20200112"
"T3+92#16","0","0","0","0","0","0","1","20200118","20200119"
"T3+92#17","0","0","0","0","0","0","1","20200125","20200126"
"T3+92#18","0","0","0","0","0","0","1","20200201","20200202"
"T3+92#19","0","0","0","0","0","0","1","20200215","20200216"
"T3+92#2","1","0","0","1","0","0","1","20200203","20200613"
"T3+92#20","0","0","0","0","0","0","1","20200223","20200223"
"T3+92#21","0","0","0","0","0","0","1","20200228","20200301"
"T3+92#22","0","0","0","0","0","0","1","20200320","20200322"
"T3+92#23","0","0","0","0","0","0","1","20200327","20200329"
"T3+92#24","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#25","0","0","0","0","0","0","1","20200221","20200224"
"T3+92#26","0","0","0","0","0","0","1","20200315","20200316"
"T3+92#27","1","0","0","0","0","0","1","20200411","20200419"
"T3+92#28","1","0","0","1","0","0","1","20200420","20200613"
"T3+92#3","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#4","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#5","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#6","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#7","1","0","0","0","0","0","1","20200405","20200419"
"T3+92#8","1","0","0","1","0","0","1","20191215","20200613"
"T3+92#9","1","0","0","0","0","0","1","20200405","20200419"
"T3+92sf","1","0","1","1","0","0","1","20191215","20200613"
"T3+93","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#1","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#10","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#11","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#12","0","0","0","0","1","0","1","20200405","20200419"
"T3+93#13","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#14","0","0","0","0","1","0","1","20200405","20200419"
"T3+93#15","0","0","0","0","1","0","1","20200411","20200613"
"T3+93#16","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#17","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#18","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#19","0","0","0","0","1","0","1","20200404","20200412"
"T3+93#2","0","0","1","0","0","0","1","20191215","20200308"
"T3+93#20","0","0","1","0","1","0","1","20191219","20200613"
"T3+93#21","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#22","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#23","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#24","0","0","0","0","0","0","1","20200411","20200419"
"T3+93#25","0","0","0","0","1","0","1","20200420","20200613"
"T3+93#26","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#27","0","0","0","0","1","0","1","20200404","20200419"
"T3+93#3","0","0","0","0","1","0","1","20200309","20200613"
"T3+93#4","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#5","0","0","0","0","1","0","1","20200203","20200613"
"T3+93#6","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#7","0","0","0","0","1","0","1","20200420","20200613"
"T3+93#8","0","0","1","0","1","0","1","20191215","20200613"
"T3+93#9","0","0","1","0","1","0","1","20191215","20200613"
"T3+93a","0","0","1","0","1","0","1","20191215","20200613"
"T3+93a#1","0","0","1","0","1","0","1","20191215","20200613"
"T3+93a#2","0","0","1","0","1","0","1","20191215","20200613"
"T3+93a#3","0","0","0","0","1","0","1","20200420","20200613"
"T3+aa1","1","0","0","1","1","0","1","20191215","20200613"
"T3+aa1#1","1","0","0","1","1","0","1","20191215","20200613"
"T3+aa1#2","1","0","0","1","1","0","1","20191215","20200613"
"T3+aa1#3","1","0","0","0","0","0","1","20200411","20200419"
"T3+aa1#4","1","0","0","1","1","0","1","20200420","20200613"
"T3+aa1#5","1","0","0","1","1","0","1","20191215","20200613"
"T3+aa2","0","0","1","0","0","0","1","20191215","20200613"
"T3+aa2#1","0","0","1","0","0","0","1","20191215","20200613"
"T3+aa2#10","0","0","0","0","0","0","1","20200327","20200329"
"T3+aa2#11","0","0","1","0","0","0","1","20191215","20200613"
"T3+aa2#12","0","0","0","0","0","0","1","20200221","20200224"
"T3+aa2#13","0","0","0","0","0","0","1","20200315","20200316"
"T3+aa2#14","0","0","0","0","1","0","1","20200405","20200410"
"T3+aa2#15","0","0","1","0","0","0","1","20191215","20200613"
"T3+aa2#16","0","0","0","0","1","0","1","20200404","20200410"
"T3+aa2#2","0","0","0","0","0","0","1","20200111","20200112"
"T3+aa2#3","0","0","0","0","0","0","1","20200118","20200119"
"T3+aa2#4","0","0","0","0","0","0","1","20200125","20200126"
"T3+aa2#5","0","0","0","0","0","0","1","20200201","20200202"
"T3+aa2#6","0","0","0","0","0","0","1","20200215","20200216"
"T3+aa2#7","0","0","0","0","0","0","1","20200223","20200223"
