from_stop_id,to_stop_id,transfer_type,min_transfer_time
"de:08216:32227:3:2","de:08216:32227:3:12","2","60"
"de:08216:32227:3:2","de:08216:32227:3:1","2","60"
"de:08216:32227:3:2","de:08216:32227:3:10","2","60"
"de:08216:32227:3:2","de:08216:32227:3:4","2","60"
"de:08216:32227:3:2","de:08216:32227:3:7","2","60"
"de:08216:32227:3:2","de:08216:32227:3:9","2","60"
"de:08216:32227:3:2","de:08216:32227:1:1","3",""
"de:08216:32227:3:2","de:08216:32227:2:2","3",""
"de:08212:405:13:13","de:08212:405:14:14","2","120"
"de:08212:405:13:13","de:08212:405:1:1","2","90"
"de:08212:405:13:13","de:08212:405:11:11","2","120"
"de:08212:405:13:13","de:08212:405:2:2","2","90"
"de:08212:405:13:13","de:08212:405:12:12","2","150"
"de:08216:32227:3:11","de:08216:32227:3:3","2","60"
"de:08216:32227:3:11","de:08216:32227:3:2","2","60"
"de:08216:32227:3:11","de:08216:32227:3:12","2","60"
"de:08216:32227:3:11","de:08216:32227:3:1","2","60"
"de:08216:32227:3:11","de:08216:32227:3:10","2","60"
"de:08216:32227:3:11","de:08216:32227:3:4","2","60"
"de:08216:32227:3:11","de:08216:32227:3:7","2","60"
"de:08216:32227:3:11","de:08216:32227:3:9","2","60"
"de:08216:32227:3:11","de:08216:32227:1:1","3",""
"de:08216:32227:3:11","de:08216:32227:2:2","3",""
"de:08215:8404:1:1","de:08215:8404:1:2","2","0"
"de:08215:8404:1:1","de:08215:8404:2:3","2","60"
"de:08215:8404:1:1","de:08215:8404:2:4","2","60"
"de:08215:8114:1:1","de:08215:8114:1:2","2","0"
"de:08215:8114:1:2","de:08215:8114:1:1","2","0"
"de:08215:8113:1:2","de:08215:8113:1:1","2","60"
"de:08215:8115:1:1","de:08215:8115:1:2","2","0"
"de:08215:8115:1:2","de:08215:8115:1:1","2","0"
"de:08215:8116:1:1","de:08215:8116:1:2","3",""
"de:08215:8116:1:1","de:08215:8117:1:1","2","240"
"de:08215:8116:1:1","de:08215:8117:1:2","2","240"
"de:08215:8116:1:2","de:08215:8116:1:1","3",""
"de:08215:8116:1:2","de:08215:8117:1:1","2","240"
"de:08215:8116:1:2","de:08215:8117:1:2","2","240"
"de:08215:8117:1:1","de:08215:8116:1:1","2","240"
"de:08215:8117:1:1","de:08215:8116:1:2","2","240"
"de:08215:8117:1:1","de:08215:8117:1:2","2","0"
"de:08215:8117:1:2","de:08215:8116:1:1","2","240"
"de:08215:8117:1:2","de:08215:8116:1:2","2","240"
"de:08215:8117:1:2","de:08215:8117:1:1","2","0"
"de:08215:8112:1:1","de:08215:8112:1:2","2","60"
"de:08215:8112:1:2","de:08215:8112:1:1","2","60"
"de:08216:8119:1:2","de:08216:8119:1:1","2","60"
"de:08215:8111:1:1","de:08215:8111:2:2","2","300"
"de:08215:8111:1:1","de:08215:8111:3:3","2","300"
"de:08215:8118:1:1","de:08215:8118:1:2","2","0"
"de:08215:8118:1:2","de:08215:8118:1:1","2","0"
"de:08216:8119:1:1","de:08216:8119:1:2","2","60"
"de:08212:504:2:2","de:08212:504:1:1","2","120"
"de:08212:504:2:2","de:08212:504:12:12","2","180"
"de:08212:504:2:2","de:08212:504:11:11","2","150"
"de:08212:504:2:2","de:08212:504:13:13","2","120"
"de:08215:8126:1:1","de:08215:8126:1:2","2","0"
"de:08216:32187:1:1","de:08216:32187:2:11","2","480"
"de:08216:32191:1:1","de:08216:32191:2:11","2","120"
"de:08216:32191:1:1","de:08216:32191:3:3","2","240"
"de:08216:32191:1:1","de:08216:32191:3:2","2","240"
"de:08215:1554:1:1","de:08215:1554:2:11","2","150"
"de:08215:1902:1:1","de:08215:1902:2:2","2","180"
"de:08215:1902:2:2","de:08215:1902:1:1","2","180"
"de:08215:1903:1:1","de:08215:1903:2:2","2","120"
"de:08216:32111:1:1","de:08216:32111:1:2","2","90"
"de:08216:32111:1:2","de:08216:32111:1:1","2","90"
"de:08215:12666:0:1","de:08215:1854:2:2","2","240"
"de:08215:12666:0:1","de:08215:1854:3:3","2","240"
"de:08215:12666:0:2","de:08215:1854:2:2","2","240"
"de:08215:12666:0:2","de:08215:1854:3:3","2","240"
"de:08215:32256:0:1","de:08215:1853:2:2","2","120"
"de:08215:32256:0:1","de:08215:1853:1:1","2","300"
"de:08215:1561:1:1","de:08215:1561:2:11","2","90"
"de:08215:1561:1:1","de:08215:1561:2:10","2","90"
"de:08215:12619:0:1","de:08215:12619:0:2","2","0"
"de:08215:33104:1:2","de:08215:33104:1:1","2","180"
"de:08215:33105:1:1","de:08215:33105:1:2","2","180"
"de:08212:51:1:1","de:08212:51:2:2","2","90"
"de:08212:51:1:1","de:08212:51:12:12","2","150"
"de:08212:51:1:1","de:08212:51:11:11","2","150"
"de:08212:51:1:1","de:08212:51:5:5","2","180"
"de:08212:51:1:1","de:08212:51:6:6","2","180"
"de:08212:51:1:1","de:08212:51:4:4","2","180"
"de:08212:51:1:1","de:08212:51:3:3","2","150"
"de:08212:51:2:2","de:08212:51:1:1","2","90"
"de:08212:51:2:2","de:08212:51:12:12","2","120"
"de:08212:51:2:2","de:08212:51:11:11","2","120"
"de:08212:51:2:2","de:08212:51:5:5","2","180"
"de:08212:51:2:2","de:08212:51:6:6","2","180"
"de:08212:51:2:2","de:08212:51:4:4","2","210"
"de:08212:51:2:2","de:08212:51:3:3","2","180"
"de:08212:18:1:1","de:08212:18:1:5","2","120"
"de:08212:18:1:1","de:08212:18:1:4","2","120"
"de:08212:18:1:1","de:08212:18:1:6","2","120"
"de:08212:18:1:1","de:08212:18:1:2","2","120"
"de:08212:18:1:1","de:08212:18:1:3","2","120"
"de:08215:1854:1:1","de:08215:1854:2:2","3",""
"de:08215:1854:1:1","de:08215:32274:0:1","3",""
"de:08215:1854:1:1","de:08215:32274:0:2","3",""
"de:08215:1854:2:2","de:08215:12666:0:1","2","240"
"de:08215:1854:2:2","de:08215:12666:0:2","2","240"
"de:08215:1854:2:2","de:08215:1854:1:1","3",""
"de:08215:1854:2:2","de:08215:1854:3:3","2","60"
"de:08212:3301:2:2","de:08212:3301:1:1","2","120"
"de:08212:3301:2:2","de:08212:3302:0:1","2","360"
"de:08212:3301:2:2","de:08212:3302:0:2","2","360"
"de:08212:4002:11:11","de:08212:4002:12:12","2","150"
"de:08212:4002:12:12","de:08212:4002:11:11","2","150"
"de:08212:4007:12:12","de:08212:4007:13:13","2","180"
"de:08212:4007:12:12","de:08212:4007:11:11","2","180"
"de:08215:1541:2:2","de:08215:1541:1:1","3",""
"de:08215:1543:2:2","de:08215:1543:1:1","3",""
"de:08215:31008:3:11","de:08215:31008:1:1","2","120"
"de:08215:31008:3:11","de:08215:31008:3:12","2","60"
"de:08215:31008:1:1","de:08215:31008:3:11","2","120"
"de:08215:31008:1:1","de:08215:31008:3:12","2","120"
"de:08215:1151:1:1","de:08215:1151:2:2","2","150"
"de:08215:1151:2:2","de:08215:1151:1:1","2","150"
"de:08212:3012:2:2","de:08212:3012:11:11","2","90"
"de:08212:3012:2:2","de:08212:3012:1:1","3",""
"de:08212:3012:11:11","de:08212:3012:2:2","2","90"
"de:08212:3012:11:11","de:08212:3012:1:1","2","120"
"de:08235:9772:0:1","de:08235:9772:0:2","3",""
"de:08215:1856:2:12","de:08215:1856:80:13","2","180"
"de:08215:1856:2:12","de:08215:1856:2:11","2","60"
"de:08215:1856:2:12","de:08215:1856:3:2","3",""
"de:08212:1600:2:21","de:08212:1600:2:22","2","60"
"de:08212:1600:2:21","de:08212:1600:1:1","3",""
"de:08212:1600:2:21","de:08212:1600:1:2","3",""
"de:07334:1746:1:1","de:07334:1746:2:2","2","180"
"de:08216:31987:1:1","de:08216:31992:1:1","2","90"
"de:08216:31988:0:1","de:08216:31988:0:2","2","300"
"de:08216:31988:0:2","de:08216:31988:0:1","2","300"
"de:08216:31992:1:1","de:08216:31987:1:1","2","90"
"de:08215:34849:1:1","de:08215:34849:1:2","2","180"
"de:08212:7:23:23","de:08212:7:5:5","2","120"
"de:08212:7:23:23","de:08212:7:6:6","2","180"
"de:08212:7:23:23","de:08212:7:1:1","2","180"
"de:08212:7:23:23","de:08212:7:2:2","2","180"
"de:08212:7:23:23","de:08212:7:4:4","2","240"
"de:08212:7:23:23","de:08212:7:21:21","2","180"
"de:08212:7:23:23","de:08212:7:3:3","2","240"
"de:08211:35113:5:52","de:08211:35113:2:2","3",""
"de:08211:35113:5:52","de:08211:35113:1:1","3",""
"de:08211:35113:5:52","de:08211:35113:5:51","2","60"
"de:08212:4308:12:12","de:08212:4308:11:11","2","180"
"de:08212:4308:12:12","de:08212:4308:11:13","2","180"
"de:08212:4308:12:12","de:08212:4308:12:14","2","60"
"de:08216:31981:0:1","de:08216:35111:2:2","3",""
"de:08216:31981:0:1","de:08216:35111:1:1","3",""
"de:08216:31981:0:2","de:08216:35111:2:2","3",""
"de:08216:31981:0:2","de:08216:35111:1:1","3",""
"de:08212:505:12:12","de:08212:505:11:11","2","150"
"de:08212:505:12:12","de:08212:505:1:1","2","150"
"de:08212:505:12:12","de:08212:505:2:2","2","90"
"de:08212:507:1:1","de:08212:507:2:2","2","90"
"de:08212:507:2:2","de:08212:507:1:1","2","90"
"de:08216:34763:1:1","de:08216:34763:2:2","2","210"
"de:08216:34763:1:1","de:08216:34763:3:12","2","120"
"de:08216:34763:1:1","de:08216:34763:3:11","2","120"
"de:08216:34763:2:2","de:08216:34763:1:1","2","210"
"de:08216:34763:2:2","de:08216:34763:3:12","2","210"
"de:08216:34763:2:2","de:08216:34763:3:11","2","210"
"de:08215:8801:1:1","de:08215:8801:1:2","2","0"
"de:08212:61:2:2","de:08212:61:1:1","2","120"
"de:08216:8121:1:2","de:08216:8121:1:1","2","60"
"de:08215:8801:1:2","de:08215:8801:1:1","2","0"
"de:08215:8802:1:1","de:08215:8008:1:1","2","900"
"de:08215:8901:0:1","de:08215:8901:0:2","2","0"
"de:08235:9558:2:6","de:08235:9558:2:4","2","60"
"de:08235:9558:2:6","de:08235:9558:1:1","2","90"
"de:08211:35113:2:2","de:08211:35113:5:52","3",""
"de:08211:35113:2:2","de:08211:35113:1:1","2","120"
"de:08211:35113:2:2","de:08211:35113:5:51","3",""
"de:08211:35113:1:1","de:08211:35113:5:52","3",""
"de:08211:35113:1:1","de:08211:35113:2:2","2","120"
"de:08211:35113:1:1","de:08211:35113:5:51","3",""
"de:08212:1110:1:1","de:08212:1110:2:2","2","180"
"de:08212:1110:1:1","de:08212:1110:12:12","2","180"
"de:08212:1110:1:1","de:08212:1110:11:11","2","180"
"de:08212:1110:2:2","de:08212:1110:1:1","2","180"
"de:08212:1110:2:2","de:08212:1110:12:12","2","150"
"de:08212:1110:2:2","de:08212:1110:11:11","2","150"
"de:08211:1847:2:31","de:08211:1847:2:11","2","120"
"de:08211:1847:2:31","de:08211:1847:2:12","2","120"
"de:08211:1847:2:31","de:08211:1847:2:13","2","120"
"de:08211:1847:2:31","de:08211:1847:2:21","2","120"
"de:08211:1847:2:31","de:08211:1847:2:22","2","120"
"de:08211:1847:2:31","de:08211:1847:2:23","2","120"
"de:08211:1847:2:31","de:08211:1847:2:24","2","120"
"de:08211:1847:2:31","de:08211:1847:3:1","2","120"
"de:08215:1550:1:1","de:08215:14606:0:1","2","150"
"de:08215:1550:1:1","de:08215:14606:0:2","2","150"
"de:08215:1634:2:3","de:08215:1634:2:4","2","60"
"de:08215:1634:2:3","de:08215:1634:1:1","3",""
"de:08215:1634:2:4","de:08215:1634:2:3","2","60"
"de:08215:1634:2:4","de:08215:1634:1:1","3",""
"de:08215:1856:80:13","de:08215:1856:2:12","2","180"
"de:08215:1856:80:13","de:08215:1856:2:11","2","180"
"de:08215:1856:80:13","de:08215:1856:3:2","3",""
"de:08212:49:1:1","de:08212:49:2:2","2","120"
"de:08212:49:1:1","de:08212:321:2:2","2","210"
"de:08212:49:1:1","de:08212:321:1:1","2","210"
"de:08212:49:1:1","de:08212:321:11:11","2","180"
"de:08212:49:1:1","de:08212:49:3:3","2","90"
"de:08212:49:1:1","de:08212:49:4:4","2","210"
"de:08212:49:2:2","de:08212:49:1:1","2","120"
"de:08212:49:2:2","de:08212:321:2:2","2","210"
"de:08212:49:2:2","de:08212:321:1:1","2","210"
"de:08212:49:2:2","de:08212:321:11:11","2","180"
"de:08212:49:2:2","de:08212:49:3:3","2","210"
"de:08212:49:2:2","de:08212:49:4:4","2","90"
"de:08235:9748:0:1","de:08235:9745:0:1","2","240"
"de:08235:9748:0:1","de:08235:9745:0:2","2","240"
"de:08235:9748:0:1","de:08235:9748:0:2","3",""
"de:08235:9765:0:1","de:08235:9765:0:2","2","120"
"de:08235:9765:0:2","de:08235:9765:0:1","2","120"
"de:08235:9762:0:1","de:08235:9762:0:2","2","0"
"de:08235:9762:0:2","de:08235:9762:0:1","2","0"
"de:08235:9759:0:1","de:08235:9759:0:2","2","0"
"de:08235:9759:0:2","de:08235:9759:0:1","2","0"
"de:08235:9745:0:1","de:08235:9748:0:1","2","240"
"de:08235:9745:0:1","de:08235:9745:0:2","2","150"
"de:08235:9745:0:1","de:08235:9748:0:2","2","240"
"de:08212:3301:1:1","de:08212:3301:2:2","2","120"
"de:08212:3301:1:1","de:08212:3302:0:1","2","330"
"de:08212:3301:1:1","de:08212:3302:0:2","2","330"
"de:08216:34762:1:1","de:08216:34762:3:2","2","330"
"de:08216:34762:3:2","de:08216:34762:1:1","2","330"
"de:08216:1844:4:5","de:08216:31821:0:1","3",""
"de:08216:1844:4:5","de:08216:31821:0:2","3",""
"de:08216:1844:4:5","de:08216:1844:2:8","3",""
"de:08216:1844:4:5","de:08216:1844:2:7","3",""
"de:08216:1844:4:5","de:08216:1844:2:9","3",""
"de:08216:1844:4:5","de:08216:1844:6:10","3",""
"de:08212:63:1:1","de:08212:63:2:2","2","120"
"de:08212:63:1:1","de:08212:63:12:12","2","150"
"de:08212:63:1:1","de:08212:63:11:11","2","120"
"de:08235:9746:0:1","de:08235:9746:0:2","2","0"
"de:08216:34846:1:1","de:08216:34846:1:2","2","0"
"de:08216:34846:1:2","de:08216:34846:1:1","2","0"
"de:08212:611:1:1","de:08212:611:11:12","2","180"
"de:08212:611:1:1","de:08212:611:2:2","2","150"
"de:08212:611:1:1","de:08212:611:11:11","2","180"
"de:08212:611:11:12","de:08212:611:1:1","2","180"
"de:08212:611:11:12","de:08212:611:2:2","2","180"
"de:08212:611:11:12","de:08212:611:11:11","2","60"
"de:08215:8108:1:1","de:08215:8108:1:2","2","0"
"de:08211:35113:5:51","de:08211:35113:5:52","2","60"
"de:08211:35113:5:51","de:08211:35113:2:2","3",""
"de:08211:35113:5:51","de:08211:35113:1:1","3",""
"de:08215:32432:1:1","de:08215:32432:1:2","2","180"
"de:08215:32432:1:2","de:08215:32432:1:1","2","180"
"de:08215:1124:2:2","de:08215:1124:1:1","2","120"
"de:08212:1111:1:1","de:08212:1111:2:2","2","150"
"de:08212:1111:1:1","de:08212:1111:3:4","2","120"
"de:08212:1111:1:1","de:08212:1111:3:3","2","120"
"de:08212:1111:2:2","de:08212:1111:1:1","2","150"
"de:08212:1111:2:2","de:08212:1111:3:4","2","120"
"de:08212:1111:2:2","de:08212:1111:3:3","2","120"
"de:08212:1114:1:1","de:08212:1114:2:2","2","150"
"de:08216:33162:1:1","de:08216:33162:1:2","2","180"
"de:08212:41:3:3","de:08212:41:1:1","2","120"
"de:08212:41:3:3","de:08212:41:2:2","2","120"
"de:08215:30162:1:1","de:08215:30162:1:2","2","120"
"de:08215:30162:1:2","de:08215:30162:1:1","2","120"
"de:08215:1132:3:11","de:08215:1132:2:2","2","90"
"de:08215:1132:3:11","de:08215:1132:1:1","2","120"
"de:08216:3997:1:1","de:08216:3997:1:2","2","180"
"de:08216:3997:1:2","de:08216:3997:1:1","2","180"
"de:08216:3999:1:1","de:08216:3999:1:2","2","180"
"de:08216:3999:1:2","de:08216:3999:1:1","2","180"
"de:08216:4001:1:1","de:08216:4001:1:2","2","180"
"de:08216:4001:1:2","de:08216:4001:1:1","2","180"
"de:08215:8111:2:2","de:08215:8111:1:1","2","300"
"de:08215:8111:2:2","de:08215:8111:3:3","2","300"
"de:08212:4497:1:1","de:08212:4497:2:2","2","150"
"de:08212:4497:2:2","de:08212:4497:1:1","2","150"
"de:08212:204:1:1","de:08212:204:2:2","2","120"
"de:08215:1617:1:31","de:08215:1617:2:1","2","120"
"de:08215:1617:1:31","de:08215:1617:3:2","3",""
"de:08125:7404:2:1","de:08125:7404:3:2","3",""
"de:08125:7404:3:2","de:08125:7404:2:1","3",""
"de:08216:32011:1:1","de:08216:32011:1:2","2","180"
"de:08216:32011:1:2","de:08216:32011:1:1","2","180"
"de:08216:32012:1:1","de:08216:32012:1:2","2","180"
"de:08215:8015:1:1","de:08215:8015:1:2","2","0"
"de:08215:8015:1:2","de:08215:8015:1:1","2","0"
"de:08215:8403:1:1","de:08215:8403:1:2","2","0"
"de:08215:8403:1:1","de:08215:8403:1:3","2","0"
"de:08215:8403:1:2","de:08215:8403:1:1","2","0"
"de:08215:8403:1:2","de:08215:8403:1:3","2","0"
"de:08215:8403:1:3","de:08215:8403:1:1","2","0"
"de:08215:8403:1:3","de:08215:8403:1:2","2","0"
"de:08212:72:1:1","de:08212:72:2:2","2","90"
"de:08212:72:1:1","de:08212:72:12:12","2","120"
"de:08212:72:1:1","de:08212:72:11:11","2","132"
"de:08212:72:1:1","de:08212:72:1:13","3",""
"de:08212:72:2:2","de:08212:72:1:1","2","90"
"de:08212:72:2:2","de:08212:72:12:12","2","150"
"de:08212:72:2:2","de:08212:72:11:11","2","162"
"de:08212:72:2:2","de:08212:72:1:13","2","90"
"de:08212:58:11:11","de:08212:58:2:2","2","120"
"de:08212:58:11:11","de:08212:58:3:3","2","90"
"de:08212:58:11:11","de:08212:58:12:12","2","120"
"de:08212:58:11:11","de:08212:58:1:1","2","120"
"de:08216:32228:1:1","de:08216:32228:1:2","2","180"
"de:08216:32228:1:2","de:08216:32228:1:1","2","180"
"de:08216:32221:1:2","de:08216:32221:1:3","2","120"
"de:08216:32221:1:2","de:08216:32221:2:1","2","120"
"de:08216:32227:3:12","de:08216:32227:3:3","2","60"
"de:08216:32227:3:12","de:08216:32227:3:2","2","60"
"de:08216:32227:3:12","de:08216:32227:3:11","2","60"
"de:08216:32227:3:12","de:08216:32227:3:1","2","60"
"de:08216:32227:3:12","de:08216:32227:3:10","2","60"
"de:08216:32227:3:12","de:08216:32227:3:4","2","60"
"de:08216:32227:3:12","de:08216:32227:3:7","2","60"
"de:08216:32227:3:12","de:08216:32227:3:9","2","60"
"de:08216:32227:3:12","de:08216:32227:1:1","3",""
"de:08216:32227:3:12","de:08216:32227:2:2","3",""
"de:08216:32227:3:1","de:08216:32227:3:3","2","60"
"de:08216:32227:3:1","de:08216:32227:3:2","2","60"
"de:08216:32227:3:1","de:08216:32227:3:11","2","60"
"de:08216:32227:3:1","de:08216:32227:3:12","2","60"
"de:08216:32227:3:1","de:08216:32227:3:10","2","60"
"de:08216:32227:3:1","de:08216:32227:3:4","2","60"
"de:08216:32227:3:1","de:08216:32227:3:7","2","60"
"de:08216:32227:3:1","de:08216:32227:3:9","2","60"
"de:08216:32227:3:1","de:08216:32227:1:1","3",""
"de:08216:32227:3:1","de:08216:32227:2:2","3",""
"de:08216:32104:1:1","de:08216:32104:1:2","2","180"
"de:08212:402:3:3","de:08212:402:11:11","2","420"
"de:08212:402:3:3","de:08212:402:12:12","2","420"
"de:08212:402:3:3","de:08212:402:1:1","2","300"
"de:08212:402:3:3","de:08212:402:2:2","2","240"
"de:08212:402:3:3","de:08212:402:4:4","2","240"
"de:08216:32104:1:2","de:08216:32104:1:1","2","180"
"de:08216:32108:0:1","de:08216:32108:0:2","2","60"
"de:08216:32108:0:2","de:08216:32108:0:1","2","60"
"de:08216:32110:0:1","de:08216:32110:0:2","2","60"
"de:08216:32110:0:2","de:08216:32110:0:1","2","60"
"de:08211:32209:1:1","de:08211:32209:1:2","2","120"
"de:08211:32209:1:1","de:08211:32254:2:4","2","120"
"de:08211:32209:1:2","de:08211:32209:1:1","2","120"
"de:08211:32209:1:2","de:08211:32254:2:4","2","120"
"de:08121:55:3:1","de:08121:55:2:2","2","120"
"de:08121:55:2:2","de:08121:55:3:1","2","120"
"de:08215:3185:1:1","de:08215:3185:4:11","2","120"
"de:08215:3185:1:1","de:08215:3185:4:12","2","120"
"de:08216:4010:1:1","de:08216:4010:1:2","2","0"
"de:08216:4010:1:2","de:08216:4010:1:1","2","0"
"de:08215:1831:1:1","de:08215:1831:2:2","3",""
"de:08215:1831:2:2","de:08215:1831:1:1","3",""
"de:08215:1832:2:2","de:08215:1832:1:1","3",""
"de:08215:1832:1:1","de:08215:1832:2:2","3",""
"de:08215:1833:1:1","de:08215:1833:2:2","3",""
"de:08215:8504:1:1","de:08215:8504:1:2","2","60"
"de:08215:8504:1:2","de:08215:8504:1:1","2","60"
"de:08215:8505:1:1","de:08215:8505:1:2","2","60"
"de:08215:8505:1:2","de:08215:8505:1:1","2","60"
"de:08216:1821:2:2","de:08216:1821:1:1","3",""
"de:08216:32212:1:1","de:08216:33082:1:1","2","90"
"de:08216:32212:1:1","de:08216:32212:1:2","2","60"
"de:08216:32212:1:1","de:08216:33082:1:2","2","90"
"de:08216:33080:0:1","de:08216:35112:1:1","3",""
"de:08216:33080:0:1","de:08216:35112:2:2","3",""
"de:08216:33080:0:1","de:08216:35112:6:3","3",""
"de:08216:33080:0:1","de:08216:35112:6:4","3",""
"de:08215:32296:11:11","de:08215:32296:12:12","2","120"
"de:08215:32296:11:11","de:08215:32296:1:1","2","90"
"de:08216:32020:1:1","de:08216:32020:1:2","2","90"
"de:08216:32020:1:1","de:08216:32024:1:1","2","180"
"de:08216:32020:1:1","de:08216:32024:1:2","2","180"
"de:08216:32020:1:2","de:08216:32020:1:1","2","90"
"de:08216:32020:1:2","de:08216:32024:1:1","2","180"
"de:08216:32020:1:2","de:08216:32024:1:2","2","180"
"de:08216:32024:1:1","de:08216:32020:1:1","2","180"
"de:08216:32024:1:1","de:08216:32020:1:2","2","180"
"de:08216:32024:1:1","de:08216:32024:1:2","2","60"
"de:08216:32024:1:2","de:08216:32020:1:1","2","180"
"de:08216:32024:1:2","de:08216:32020:1:2","2","180"
"de:08216:32024:1:2","de:08216:32024:1:1","2","60"
"de:08215:30163:1:1","de:08215:30163:1:2","2","120"
"de:08215:30163:1:2","de:08215:30163:1:1","2","120"
"de:08215:1235:3:2","de:08215:1235:1:1","3",""
"de:08215:1235:3:2","de:08215:1235:2:22","2","240"
"de:08215:1235:3:2","de:08215:1235:2:21","2","240"
"de:08215:1235:1:1","de:08215:1235:3:2","3",""
"de:08215:1235:1:1","de:08215:1235:2:22","2","240"
"de:08215:1235:1:1","de:08215:1235:2:21","2","240"
"de:08235:9558:2:4","de:08235:9558:2:6","2","60"
"de:08235:9558:2:4","de:08235:9558:1:1","2","90"
"de:08235:9558:1:1","de:08235:9558:2:6","2","90"
"de:08235:9558:1:1","de:08235:9558:2:4","2","90"
"de:08215:32296:12:12","de:08215:32296:11:11","2","120"
"de:08215:32296:12:12","de:08215:32296:1:1","2","120"
"de:08216:32158:2:11","de:08216:32158:2:12","2","120"
"de:08216:32158:2:11","de:08216:31966:0:1","2","540"
"de:08216:32158:2:11","de:08216:31966:0:2","2","540"
"de:08216:32158:2:11","de:08216:32158:1:1","2","240"
"de:08216:32158:2:12","de:08216:32158:2:11","2","120"
"de:08216:32158:2:12","de:08216:31966:0:1","2","540"
"de:08216:32158:2:12","de:08216:31966:0:2","2","540"
"de:08216:32158:2:12","de:08216:32158:1:1","2","240"
"de:08216:34637:0:2","de:08216:34637:0:1","2","0"
